window,seed,ticker,scenario,method,n_paths,median_variance_ratio_generator,median_variance_ratio_observed,ks_pass,ad_pass,w1,w1_standardized,abs_acf_mae25,abs_acf_mae60,raw_acf_mae25,kurtosis,kurtosis_abs_error,variance_ratio_generator,variance_ratio_observed,beta_abs_error,beta_effective_abs_error,r2_abs_error,clipped,tracker,var99_rate,var95_rate
holdout_2025,1234,MAA,market_only,naive,250,1.2902494993335636,1.6626550220432037,0.936,0.82,0.72987229463737,0.21905926853564023,0.07188935398061666,0.06436404909718763,0.0644575648170021,7.672054817892325,5.391227129804818,1.3358312284106675,1.821674466972517,0.06763086223859184,0.06763086223859184,0.10192853303645086,0.0,0.0,0.006554216867469903,0.03016867469879522
holdout_2025,1234,MAA,market_only,hybrid,250,1.0030769173975296,1.2730026167154866,0.98,0.96,0.48650835071932313,0.14601754886175805,0.07388508456960599,0.06547666102626656,0.06473974830946348,7.440950495152207,5.070479005726044,1.0011160921090894,1.3978550972072414,0.05664721506497371,0.055730396213401104,0.12042182211962302,0.012,0.0,0.010024096385542204,0.04925301204819285
holdout_2025,1234,MAA,market_and_assets,naive,250,1.3103691228895504,1.6774676467149963,0.924,0.84,0.7646832910753075,0.22950722151689473,0.07489705673842628,0.06682051258891383,0.06577959293403839,6.614886666694704,4.441230249353913,1.3496000615370725,1.840514426449904,0.07050053194726326,0.07050053194726326,0.10086682142000795,0.0,0.0,0.007116465863453841,0.029349397590361485
holdout_2025,1234,MAA,market_and_assets,hybrid,250,1.0072784660532181,1.256587793545079,0.972,0.94,0.52045736642804,0.15620679238188848,0.07737798292901965,0.06813209469745746,0.06604005799028428,6.626591385585811,4.247088294981137,1.004463680521344,1.417105033999657,0.0597313882247984,0.05842185039812044,0.12723870524655098,0.016,0.0,0.009927710843373532,0.04955823293172703
holdout_2025,1234,MAR,off,naive,250,1.3641628752858606,1.60964327429224,0.924,0.796,0.9725303326485681,0.2105910440271332,0.08871910648037847,0.0755377778749145,0.06345413290080089,5.648214766239482,2.8060887422311613,1.3920786493127064,1.653285254809049,0.09796098185947506,0.09796098185947506,0.1059971405801354,0.0,0.0,0.004995983935742989,0.03040963855421693
holdout_2025,1234,MAR,off,hybrid,250,0.9974094420954838,1.1701297844904326,0.976,0.972,0.6362232039528696,0.13776733152356935,0.08807838907006448,0.07511237329315291,0.06337302200045826,5.73585535648611,2.7753193860581824,0.9973279599706835,1.2103308740033603,0.07801532978684073,0.0778304526611714,0.12246573357708018,0.008,0.0,0.008514056224899627,0.05084337349397601
holdout_2025,1234,MAR,market_only,naive,250,1.37024640759568,1.6391605696823133,0.912,0.78,0.9923577918632001,0.21488446830012561,0.08803111554846897,0.07511208574742982,0.06408202155155433,5.758014840847899,2.8499067678701557,1.4146593497485676,1.675587340279706,0.09164315427465722,0.09164315427465722,0.11215550982954699,0.0,0.0,0.0046425702811245095,0.03037751004016067
holdout_2025,1234,MAR,market_only,hybrid,250,1.0054553326609117,1.1892340678893247,0.98,0.964,0.6430564238794589,0.1392469922293578,0.0896710097745315,0.0759813259288417,0.06414041068034189,5.954163688899666,2.905785841397978,1.0060878661528545,1.2197406972781986,0.07488522261547693,0.07178510711233613,0.13319224324761245,0.032,0.0,0.008738955823293208,0.05116465863453825
holdout_2025,1234,MAR,market_and_assets,naive,250,1.364789397403078,1.603155908811709,0.852,0.752,1.0401028092881397,0.2252231412741901,0.08890593871678677,0.07661165812766689,0.06457213620256061,5.36167348212488,2.451670534500536,1.3994035706946513,1.7083106803888684,0.09628128902456402,0.09628128902456402,0.11068242002235422,0.0,0.0,0.0044819277108433895,0.030136546184739002
holdout_2025,1234,MAR,market_and_assets,hybrid,250,1.0018067731659834,1.171732934278372,0.936,0.936,0.6738741587488685,0.1459202431736505,0.09093852791539843,0.07757666455537578,0.06513130268602231,5.41479226153737,2.495187409794337,1.0053148483170402,1.253766980175727,0.07965136854285779,0.07689703832661386,0.127247892812978,0.016,0.0,0.008032128514056257,0.049606425702811395
holdout_2025,1234,MAS,off,naive,250,1.4088932643473644,1.1565407872282192,0.956,0.952,0.7530143085346356,0.1519940493146227,0.06737110712168844,0.06766672588361296,0.0733420410878767,3.8031977061136164,3.3990883399037166,1.428383355765717,1.155303229078256,0.081965629623248,0.081965629623248,0.11724847637851286,0.0,0.0,0.005734939759036168,0.032755020080321315
holdout_2025,1234,MAS,off,hybrid,250,0.9981620364632869,0.7983894313678108,0.848,0.78,0.7429144862198145,0.1499554255147974,0.06747947077128941,0.0675134115940692,0.07318638864227098,4.460598180962518,3.198844993448609,0.9947444944598746,0.8161953314082319,0.06269261443792376,0.06204015123701722,0.11882801729018191,0.012,0.0,0.009445783132530151,0.0560321285140564
holdout_2025,1234,MAS,market_only,naive,250,1.4052155553966612,1.1351621133972356,0.94,0.948,0.7782203248550154,0.15708182048205308,0.06770463662726887,0.06748758890943107,0.07324926256730455,3.756043157333476,3.5062257994852306,1.4504748301063783,1.1724288450280747,0.0831089126318313,0.0831089126318313,0.12093218519586785,0.0,0.0,0.005445783132530147,0.03384738955823296
holdout_2025,1234,MAS,market_only,hybrid,250,1.0029275280159398,0.7937636009601503,0.828,0.804,0.7425713212652553,0.14988615852951534,0.07059687536926648,0.06893333174267667,0.07326214040898421,4.424556044638455,3.507184587462265,1.0030379518796004,0.8223936609468191,0.06668678492298336,0.0630836628539337,0.13346544717434025,0.044,0.0,0.009108433734939782,0.05730120481927726
holdout_2025,1234,MAS,market_and_assets,naive,250,1.4071383879410708,1.1374509532645503,0.9,0.912,0.8069033764042773,0.1628714224886287,0.06947146446905787,0.06863125576191445,0.07331537207135644,3.6753367427754435,3.388648130807594,1.445217606230731,1.188762241102493,0.08417555717340515,0.08417555717340515,0.12113479950187861,0.0,0.0,0.00552610441767071,0.03204819277108436
holdout_2025,1234,MAS,market_and_assets,hybrid,250,1.0039318296816262,0.8176467920001471,0.82,0.796,0.7631472613880719,0.1540393604305629,0.07264456333106976,0.070063841780738,0.07337289086157894,4.305703312954657,3.3668685096208053,1.0024289677546387,0.838036032663198,0.06693633877839908,0.0651402755137874,0.13839855120552907,0.028,0.0,0.009140562248996,0.05450602409638569
holdout_2025,1234,MCD,off,naive,250,1.3294923123926374,1.5993097056715104,0.98,0.968,0.5041378096596326,0.17053121705902538,0.06956107744307177,0.062237457221132914,0.0795120320308722,10.025356731049012,7.145311882418278,1.3636081374768867,1.6553639628500791,0.05897154524905379,0.05897154524905379,0.1115480668050168,0.0,0.0,0.005317269076305245,0.03190361445783139
holdout_2025,1234,MCD,off,hybrid,250,0.9955678731364894,1.1462386407683867,0.956,0.932,0.4327604776186436,0.1463868996320228,0.0700884467377688,0.06257772033807138,0.07965035994552915,9.3132405059055,6.39173988032821,0.9956997298714303,1.2435410789007406,0.04804124922813458,0.047711211732450694,0.12797008369804846,0.008,0.0,0.00745381526104421,0.04952610441767081
holdout_2025,1234,MCD,market_only,naive,250,1.3273373444997953,1.5677032773245625,0.968,0.952,0.5136317425307652,0.1737426641994096,0.06999212328177908,0.062377410389662255,0.08003213005800547,10.324801184030592,7.4550278508496834,1.3783643671742167,1.6754654610532762,0.05629772668447181,0.05629772668447181,0.11456901737643936,0.0,0.0,0.005477911646586369,0.03156626506024099
holdout_2025,1234,MCD,market_only,hybrid,250,1.0010173300073175,1.1596746246230865,0.952,0.952,0.43105319895647765,0.145809390263474,0.07291167488330141,0.06402326686410745,0.08051970917508569,9.734245482648658,6.821229695610192,1.0016658931812037,1.252663531113769,0.046589736910577606,0.0452001476363725,0.1364380882044559,0.024,0.0,0.008305220883534168,0.04854618473895594
holdout_2025,1234,MCD,market_and_assets,naive,250,1.3273868959212212,1.5590082127572082,0.964,0.94,0.5432216977940014,0.18375185412144426,0.07235827214077456,0.06337089566943055,0.08004307168135819,10.939304286913003,8.050092314457073,1.3724704553151863,1.7216366661314801,0.06118568285851201,0.06118568285851201,0.11648844322770259,0.0,0.0,0.0055582329317269315,0.031646586345381575
holdout_2025,1234,MCD,market_and_assets,hybrid,250,0.9965467506468166,1.1391966909616336,0.924,0.904,0.4620986754346282,0.156310929300133,0.07548996364655056,0.06524976790444789,0.08046484789077382,10.138547875397125,7.231168033571906,0.9983827055598188,1.3004254621027822,0.051246260742326216,0.049649245633032045,0.1401635663964648,0.028,0.0,0.00819277108433738,0.04914056224899611
holdout_2025,1234,MCHP,off,naive,250,1.5140223224558302,0.5924188342267485,1.0,1.0,1.1232495008597738,0.12146364971564927,0.09525649391747872,0.07359560994218015,0.07604302069921023,3.712808162946002,7.504545403961887,1.537698945070942,0.6069857054572501,0.11253022271476552,0.11253022271476552,0.16761112384526816,0.0,0.0,0.02388755020080323,0.05958232931726928
holdout_2025,1234,MCHP,off,hybrid,250,0.9997631577298263,0.38471026974459543,0.896,0.752,1.7040856363842474,0.18427291591477443,0.0945634724593662,0.07300774139928991,0.07577859401994556,4.877291002463396,6.652953224850802,1.0028204110493106,0.40179517758812194,0.08060042064195881,0.0781234337547312,0.13676226881503376,0.052,0.0,0.032642570281124474,0.08146184738955813
holdout_2025,1234,MCHP,market_only,naive,250,1.4870597135559267,0.5939826375481891,0.98,0.98,1.1522797670890632,0.12460286507762118,0.09450808988779856,0.07364587816798468,0.07636875941923262,3.8602757855248937,7.490570078752794,1.552726055956456,0.6126781335793083,0.1104337835893008,0.1104337835893008,0.1717643996336815,0.0,0.0,0.023935742971887563,0.059871485943775275
holdout_2025,1234,MCHP,market_only,hybrid,250,1.0074559055129788,0.389609090336115,0.88,0.764,1.6938224298007898,0.18316309434044184,0.09636799945546792,0.07460841066606679,0.07649290717079635,4.929063257223041,6.975101610202864,1.0041219664823124,0.40197029375760546,0.08658611634870651,0.07704217658819436,0.15188904567910996,0.068,0.0,0.03363855421686745,0.08300401606425696
holdout_2025,1234,MCHP,market_and_assets,naive,250,1.4841968850692608,0.591465317785888,0.972,0.968,1.1899120545124757,0.128672268156899,0.09871741793270658,0.07597306568336605,0.0768302881496158,4.078173017977334,7.1222987322445706,1.5531767459098333,0.6292949931933574,0.10745844479310825,0.10745844479310825,0.17388270589939386,0.0,0.0,0.025751004016064276,0.05950200803212867
holdout_2025,1234,MCHP,market_and_assets,hybrid,250,1.0071323280086562,0.38469634529538815,0.86,0.72,1.7406512457158,0.18822697274728345,0.09972133620232837,0.07637272165812531,0.0769611722882786,5.144603939886992,6.722133420564198,1.0051187284378766,0.4189507936663495,0.08713763198824871,0.07493291966671013,0.15995723019142236,0.084,0.0,0.03471485943775099,0.0822489959839357
holdout_2025,1234,MCK,off,naive,250,1.2179965253475205,1.778071885419164,0.9,0.772,0.8670449175310753,0.23620426744395057,0.07535013907436632,0.07021019282263141,0.06765370349673971,7.246747764480429,5.04375031980492,1.2247806495231173,1.8559630773903475,0.08721021276481329,0.08721021276481329,0.05785425529311902,0.0,0.0,0.006650602409638558,0.03543775100401606
holdout_2025,1234,MCK,off,hybrid,250,0.9983186699466122,1.456708428605176,0.94,0.92,0.6544661552887087,0.1782926070508773,0.07527149521463429,0.07025683173774047,0.06764106736318501,6.944942378326046,4.695155891589184,1.0018115534984724,1.5412043756487515,0.07768555068577435,0.07768555068577435,0.07562186319434926,0.0,0.0,0.008722891566265064,0.04388755020080329
holdout_2025,1234,MCK,market_only,naive,250,1.1944719122836343,1.8061021059153473,0.908,0.72,0.8722034240298452,0.23760957093401255,0.07472130855527413,0.07008800888054344,0.06774586244820957,7.222350423827648,5.00579638683385,1.2241444321015345,1.8580547676805248,0.08154747383371536,0.08154747383371536,0.06605640694137864,0.0,0.0,0.006136546184738961,0.035437751004016055
holdout_2025,1234,MCK,market_only,hybrid,250,0.9970704051134023,1.477536838084704,0.94,0.932,0.6539193799011083,0.17814365204604074,0.0756836279931283,0.07060095167256268,0.06782129740883129,6.938568698989804,4.710418709502668,0.9971301801630916,1.537008274768295,0.07224249116281285,0.07224249116281285,0.08220509763938265,0.0,0.0,0.008722891566265068,0.04444979919678723
holdout_2025,1234,MCK,market_and_assets,naive,250,1.1852627920082806,1.8256441443175138,0.86,0.744,0.9312747220519826,0.2537020390336047,0.07930298915070558,0.07284507631975357,0.06804103523388219,8.576586438130304,6.297539729045322,1.2165224597042021,1.9945471863694657,0.08877544561217929,0.08877544561217929,0.07290177519414821,0.0,0.0,0.00583132530120483,0.035116465863453794
holdout_2025,1234,MCK,market_and_assets,hybrid,250,0.9927005260146671,1.514948863188855,0.9,0.884,0.7072645838267213,0.1926761918950455,0.08040092495899007,0.07341910240940829,0.06819753846243826,8.255959845432352,5.960991708929259,0.9970812430648818,1.6718212844784206,0.0791404375136483,0.0791404375136483,0.08714113229647864,0.0,0.0,0.007453815261044177,0.04330923694779125
holdout_2025,1234,MCO,off,naive,250,1.6057088185756152,1.6025900129744726,0.896,0.612,0.999691465665369,0.2332650274367478,0.08209325373787274,0.07084607556606541,0.0582401894177992,5.915423603705141,4.421029505887603,1.642597665820076,1.6276884809246703,0.0760934784186799,0.0760934784186799,0.21686562184906355,0.0,0.0,0.00830522088353415,0.03050602409638564
holdout_2025,1234,MCO,off,hybrid,250,1.0072629014446197,0.9718620203617792,0.984,0.932,0.551145351336637,0.12860261382306445,0.08243008976164946,0.07071171558878996,0.058129675646956855,6.8043258931433614,4.184213232875564,1.006311213446548,1.0305956852597045,0.05784870596973858,0.04778916986348836,0.16773325774425887,0.128,0.0,0.014200803212851438,0.05400803212851416
holdout_2025,1234,MCO,market_only,naive,250,1.561130918738625,1.5667199225025,0.868,0.616,1.022041241996226,0.2384800576416446,0.0813804557554761,0.07046198115111318,0.058757359086406294,5.751653015737163,4.777066144049485,1.6411769645683703,1.6249775947200957,0.08274761417339116,0.08274761417339116,0.22387284065296745,0.0,0.0,0.008514056224899619,0.030265060240963922
holdout_2025,1234,MCO,market_only,hybrid,250,1.0008879757282043,0.9539184610728817,0.992,0.936,0.5615291251979728,0.13102553267138048,0.08374029134060029,0.07164037748217868,0.05892501430857935,6.6328622686315954,4.660375999042814,0.9984285730041758,1.023654393845595,0.0745017958877497,0.053571437190158534,0.17593592005968836,0.168,0.0,0.015052208835341394,0.054329317269076374
holdout_2025,1234,MCO,market_and_assets,naive,250,1.5879759406351819,1.557554132097065,0.888,0.604,1.0262522150071898,0.2394626335349819,0.08341481701143087,0.07236912326820805,0.05925678585369913,5.342708232264703,4.829076387852833,1.6553171448958564,1.6143900022861184,0.07990596620864067,0.07990596620864067,0.21894193514089794,0.0,0.0,0.008851405622489974,0.029172690763052272
holdout_2025,1234,MCO,market_and_assets,hybrid,250,1.0018150550344553,0.9644604103412215,0.98,0.952,0.5555485627690353,0.12963004605677317,0.0860534230473585,0.07371618254232853,0.059340673227989034,6.233856990403827,4.601375447223904,1.0001202589465694,1.0103285188839564,0.07007635380536949,0.05002753290079903,0.1791995177918928,0.18,0.0,0.01511646586345383,0.05426506024096393
holdout_2025,1234,MDLZ,off,naive,250,1.338985298028035,1.1644818486430413,1.0,1.0,0.3977477244555901,0.11218958967956325,0.08665440996398051,0.0690074082865051,0.07099576120005259,4.9997637888664315,2.9941700474330015,1.3687225220959232,1.1894838201350253,0.0659888852828216,0.0659888852828216,0.09878664200329725,0.0,0.0,0.012257028112449813,0.05638554216867471
holdout_2025,1234,MDLZ,off,hybrid,250,0.9950797716051135,0.8484241946620146,0.96,0.92,0.5011039122895943,0.14134246118828633,0.08708611182822006,0.06916131710262384,0.07084887771905757,5.085819867082643,3.0535994603904464,0.9968692237514146,0.8799367815486022,0.053314345589307,0.05321647224492524,0.10790064994129017,0.004,0.0,0.018489959839357452,0.08285943775100388
holdout_2025,1234,MDLZ,market_only,naive,250,1.3420520676730594,1.1355489310935343,0.988,0.988,0.4133981008625486,0.11660396894428596,0.08583714153408932,0.06876567397809644,0.07060230468380259,4.844042301547276,2.878656153346097,1.372461306727724,1.1966831435934013,0.06601704426402505,0.06601704426402505,0.09891949894419069,0.0,0.0,0.012433734939759043,0.0582489959839357
holdout_2025,1234,MDLZ,market_only,hybrid,250,0.9977640601856608,0.8309612307164178,0.968,0.924,0.48887740984583056,0.13789382727275726,0.08851056713870258,0.07009717485035552,0.07052136587087131,4.839666243302731,2.821051669064578,0.9983912617728878,0.8805966545757166,0.054560957330529555,0.05339303175254414,0.11240268971604715,0.016,0.0,0.018457831325301207,0.08414457831325288
holdout_2025,1234,MDLZ,market_and_assets,naive,250,1.3368832856957131,1.1971890756807868,0.976,0.98,0.4400378396434404,0.12411803170125003,0.0884815662558615,0.07041062157885057,0.07013787027577939,4.856384254898977,2.828165133005434,1.3754617344457294,1.2518134944218524,0.06306345145261767,0.06306345145261767,0.10418176059530211,0.0,0.0,0.011469879518072308,0.05540562248995984
holdout_2025,1234,MDLZ,market_and_assets,hybrid,250,1.0043878829265873,0.8876179949923116,0.968,0.924,0.49523971285054286,0.13968839231896268,0.09090046117236919,0.07158977467113087,0.07033678344614856,4.860032965673933,2.804374729510581,1.0081381993919245,0.9328275888374824,0.051508781726057794,0.050619119777361346,0.11692471113561541,0.02,0.0,0.01670682730923696,0.08123694779116454
holdout_2025,1234,MDT,off,naive,250,1.3870721872602487,1.4221049169557398,0.98,0.888,0.643815189706316,0.1833972321672336,0.06708812749142665,0.06649294708528213,0.0656809547484885,4.865696400241078,2.4957519465691207,1.4140495461476332,1.4831111896485898,0.06489630673015555,0.06489630673015555,0.11709730581617807,0.0,0.0,0.009204819277108466,0.023598393574297216
holdout_2025,1234,MDT,off,hybrid,250,0.9941522788174896,1.0257818034430213,0.988,0.996,0.4304267844776373,0.12261139871497917,0.06767774543385507,0.06680773472811409,0.06584464018951817,5.086647338075344,2.476545170582381,0.9958009721961619,1.0644346304065528,0.0506444459351535,0.05017632435345536,0.11920291636765588,0.012,0.0,0.011951807228915692,0.037526104417670715
holdout_2025,1234,MDT,market_only,naive,250,1.3786553662904755,1.4424415122825966,0.948,0.856,0.6551552036556852,0.18662754919656763,0.06761793442330125,0.06706278829168158,0.06596384415470788,5.049371397516485,2.625083215454601,1.4272547598777372,1.4982006222108932,0.06780220916863992,0.06780220916863992,0.11928358393296831,0.0,0.0,0.009140562248996014,0.023775100401606443
holdout_2025,1234,MDT,market_only,hybrid,250,0.9996218899767818,1.0196746725606523,0.98,0.98,0.4317304320824737,0.12298275584707404,0.07068494438229343,0.06837261864544142,0.06639353593391825,5.334053576327475,2.747608192253,1.00066485691672,1.06957364227457,0.05445879013135709,0.05243729236388379,0.13641909956665216,0.028,0.0,0.012048192771084367,0.0375100401606426
holdout_2025,1234,MDT,market_and_assets,naive,250,1.3662506269759314,1.511910510015154,0.928,0.812,0.7173507525058491,0.2043445768383744,0.07135959819429873,0.06859108130024766,0.06634999356102614,5.099284401658004,2.5531329517140096,1.3989382651157478,1.584819976440362,0.07113854312001369,0.07113854312001369,0.1295166248239536,0.0,0.0,0.009172690763052242,0.023277108433734962
holdout_2025,1234,MDT,market_and_assets,hybrid,250,0.9916982095335316,1.072085602175231,0.96,0.952,0.4776332505212834,0.13605863536180388,0.0744640521907424,0.07019774574436081,0.06668189657247865,5.280955069821037,2.760029270196038,0.9967922792373298,1.1579922822502864,0.05876493561540126,0.05663826220388854,0.1319489865833856,0.024,0.0,0.011421686746987994,0.03627309236947792
holdout_2025,1234,MET,off,naive,250,1.5064706089733673,1.6352121499922694,0.644,0.288,1.176629226007998,0.2627465628801313,0.09364989436338833,0.07362908096626582,0.07509991283422758,6.379517840657143,4.12821126178791,1.549124126244736,1.7056926644366421,0.09073081130722413,0.09073081130722413,0.15051244402928754,0.0,0.0,0.00959036144578317,0.03922891566265061
holdout_2025,1234,MET,off,hybrid,250,1.0015338596058836,1.0720413236041275,0.96,0.904,0.653279722042453,0.14588028052668425,0.09407349508136907,0.0735934838159424,0.0747986844363472,6.878060215346679,4.0610369146123375,1.0033528275355594,1.1385722665548363,0.0676717878446497,0.0629957726583702,0.1528105195731843,0.056,0.0,0.015791164658634577,0.058489959839357626
holdout_2025,1234,MET,market_only,naive,250,1.50839519098952,1.6417386738519237,0.644,0.288,1.1999641530417118,0.26795735633795525,0.09313897027716564,0.07377972417247408,0.07574808482167562,6.15081879481327,4.041155879158294,1.562474605383098,1.7184474924392268,0.0900226405931719,0.0900226405931719,0.15539009536943846,0.0,0.0,0.010136546184738995,0.038923694779116474
holdout_2025,1234,MET,market_only,hybrid,250,1.003320555641604,1.0769160673844886,0.948,0.912,0.6694122028490033,0.14948273556431044,0.09546234556688786,0.07514327995212806,0.07555151564880382,6.7179699941638225,4.234538532320473,1.0044471243987205,1.1387461628118016,0.07466182926270447,0.06266757061054108,0.1655171205196414,0.092,0.0,0.017349397590361488,0.05783132530120504
holdout_2025,1234,MET,market_and_assets,naive,250,1.440899864492211,1.7205389069841677,0.548,0.24,1.3202103730091803,0.2948088744690936,0.09589841610982641,0.07606035338547355,0.07551093945184108,5.63555702060995,3.7676577979129493,1.527629041935159,1.8500460593054637,0.09190581827594552,0.09190581827594552,0.17156356592035274,0.0,0.0,0.00877108433734942,0.03648192771084337
holdout_2025,1234,MET,market_and_assets,hybrid,250,1.0009874385855904,1.1506641904763002,0.884,0.788,0.793222440005903,0.17713011465646322,0.0978438561066767,0.07734216736944438,0.07543195621286373,6.087674006171738,3.8042028112085937,1.0030237886663045,1.2670760055131807,0.07436792201197182,0.06548072741460499,0.17757756381535028,0.096,0.0,0.014634538152610467,0.05402409638554232
holdout_2025,1234,MGM,off,naive,250,1.3709733187685407,1.6379111718421862,0.748,0.46,1.6879233483760812,0.25677462904644655,0.06280569661451728,0.06426994782454933,0.06156880709546211,9.2927072738875,5.320504435526003,1.4036659746782367,1.7425537838039193,0.13456753456801038,0.13456753456801038,0.12511472301852053,0.0,0.0,0.002425702811244981,0.019485943775100448
holdout_2025,1234,MGM,off,hybrid,250,1.0019818829156946,1.1649721700700968,0.868,0.84,1.181796073946107,0.1797802304162729,0.06357204825022095,0.06455788223993779,0.0613701810922216,8.823341504453936,4.998342559297257,0.998843920310021,1.2822026167048988,0.10598368438260834,0.10427890594105788,0.13327380152196086,0.016,0.0,0.004048192771084349,0.03971084337349407
holdout_2025,1234,MGM,market_only,naive,250,1.3511927716519454,1.6809670409444486,0.716,0.48,1.6962569606297604,0.2580423763035209,0.06420360285254911,0.06454513262645667,0.06253108474879272,9.167852478894785,5.21757941987134,1.4221286940148012,1.7560785653375006,0.12084386583410513,0.12084386583410513,0.1306541378482335,0.0,0.0,0.002554216867469883,0.019582329317269123
holdout_2025,1234,MGM,market_only,hybrid,250,0.9955104234765191,1.1763200972129704,0.872,0.84,1.1719022974414255,0.1782751438290755,0.06730008836012072,0.06595420204250811,0.06306732624921907,8.661813606654094,4.937259111137321,1.0013212325138205,1.283210591736766,0.1016077142690884,0.0951744566834183,0.15385917224209764,0.044,0.0,0.004610441767068288,0.0395020080321286
holdout_2025,1234,MGM,market_and_assets,naive,250,1.3884714951904824,1.6487437920959986,0.78,0.516,1.703426386706289,0.25913302222831813,0.06456870963845833,0.06481871186323578,0.06344344877836032,8.941199628514642,5.322815639092063,1.4248628652693682,1.7410734410512843,0.13769737473485416,0.13769737473485416,0.12417832346889501,0.0,0.0,0.0027148594377510086,0.02097991967871491
holdout_2025,1234,MGM,market_and_assets,hybrid,250,1.008355102138587,1.1636889432573745,0.876,0.86,1.1580285927767666,0.17616461234540645,0.06799693239600553,0.06644110628013482,0.06368770033577861,8.330189725091861,5.177146937035959,1.0053220871105721,1.267057624719157,0.11568209563560504,0.10836122873323026,0.13972343909603738,0.032,0.0,0.004240963855421701,0.039983935742971974
holdout_2025,1234,MHK,off,naive,250,1.2940471629205184,1.545570454677206,0.948,0.96,0.9769733303933783,0.17005980665619508,0.06468394342093066,0.059266528316793736,0.0702650213987142,12.299345179483645,10.35796976976569,1.3173368906237206,1.64230524909684,0.12153151197803645,0.12153151197803645,0.08740686515197837,0.0,0.0,0.005574297188755031,0.029156626506024193
holdout_2025,1234,MHK,off,hybrid,250,1.0074087038296808,1.1795522912735341,0.968,0.948,0.8965053526741742,0.15605290564137136,0.06510813747337037,0.0594719658270284,0.07014201702550395,11.511057699743368,9.559081830755147,1.0048515138980412,1.2882271208118692,0.10245555018441072,0.10243517782908726,0.10786713625739074,0.004,0.0,0.0073574297188755125,0.049895582329317394
holdout_2025,1234,MHK,market_only,naive,250,1.282124864480924,1.5609290054633087,0.952,0.936,0.9921837108054307,0.17270744735586438,0.06466015030790806,0.05956142782014569,0.06972235259264334,12.401938879211405,10.429287002971238,1.325157181789362,1.6461100499437245,0.12327381799100526,0.12327381799100526,0.09384201947249314,0.0,0.0,0.005542168674698807,0.029847389558233024
holdout_2025,1234,MHK,market_only,hybrid,250,0.9985870003563846,1.2027213349234538,0.964,0.936,0.9136855474865555,0.15904342802025032,0.06777194124201513,0.061244814547871444,0.06990253882748033,11.658136077718776,9.669073527846997,1.0029551501725564,1.2857235738955126,0.10577619964459038,0.10337537953295217,0.12466709709765243,0.016,0.0,0.007614457831325311,0.0517590361445784
holdout_2025,1234,MHK,market_and_assets,naive,250,1.2845867048897408,1.538598069809706,0.916,0.916,1.0735269507196898,0.1868667035220871,0.07130374146471244,0.06326015599927794,0.07165771109278311,10.25341289748585,8.282882998152928,1.329109358376711,1.6802575797359003,0.12970072190052565,0.12970072190052565,0.09567231398052686,0.0,0.0,0.005269076305220891,0.02938152610441774
holdout_2025,1234,MHK,market_and_assets,hybrid,250,1.008280048790139,1.1614469121406747,0.944,0.928,0.9745022581938871,0.16962967202774032,0.07394355048763868,0.06471341435958372,0.07153783473330054,9.453432167877708,7.451796130735569,1.0035472964850523,1.3163630955031604,0.11072552238649468,0.10914906139788576,0.12397534450983491,0.012,0.0,0.007823293172690773,0.05008835341365467
holdout_2025,1234,MKC,off,naive,250,1.1879423405920908,1.0620552105721086,0.952,0.936,0.5896564005647333,0.15572278867522651,0.07137793373942396,0.06893099860055586,0.0668669161376789,10.53876178954001,9.434807586794555,1.2041496457216043,1.114896220818829,0.06514320672967058,0.06514320672967058,0.05666995591183049,0.0,0.0,0.012787148594377544,0.0699277108433734
holdout_2025,1234,MKC,off,hybrid,250,1.0050032158085829,0.8891144089590098,0.828,0.612,0.7073198760867185,0.18679662170061956,0.0715106737191701,0.06901739347577507,0.06692802210495584,10.083097659383542,8.967664690892391,1.0010837045031102,0.9394759160406251,0.05857157042391823,0.05857157042391823,0.06549841491489981,0.0,0.0,0.016353413654618513,0.0894297188755019
holdout_2025,1234,MKC,market_only,naive,250,1.1825351188896742,1.0653842422027102,0.928,0.92,0.5955946773373977,0.15729103251702858,0.07174458424007442,0.06895148579634514,0.06687564196700853,10.667458098343252,9.565256492930724,1.2047972676502197,1.1154919382055448,0.06787305212523065,0.06787305212523065,0.06561981450121242,0.0,0.0,0.013863453815261072,0.06791967871485934
holdout_2025,1234,MKC,market_only,hybrid,250,0.9956922474005697,0.8901263083066924,0.836,0.6,0.7139330107305849,0.18854308924958774,0.07315929192229752,0.06963380233127235,0.0670861137022098,10.2612948537329,9.152255707104942,0.9968393238867356,0.9363418518919742,0.06106342653419084,0.06106342653419084,0.07906292766611314,0.0,0.0,0.017654618473895614,0.08862650602409629
holdout_2025,1234,MKC,market_and_assets,naive,250,1.1968283769675647,1.019509050515102,0.932,0.904,0.6113891001710295,0.161462193157044,0.07818107908723645,0.07195400321538362,0.06806260077492357,9.624970112160383,8.530991450123814,1.2202979561549598,1.1446015864742147,0.06610600505126146,0.06610600505126146,0.06407131695306675,0.0,0.0,0.014216867469879541,0.06968674698795163
holdout_2025,1234,MKC,market_and_assets,hybrid,250,1.0003173136191927,0.848282201952286,0.82,0.6,0.7370639220330035,0.19465174847750805,0.0797851169592047,0.07276153695511577,0.06817396002646323,9.267009495294273,8.168450273011237,1.004379233704221,0.9639646870475036,0.05906609657625072,0.05906609657625072,0.0824393300588653,0.0,0.0,0.018586345381526127,0.08973493975903604
